"id","profileName","text","date","title","rating","images","helpful","variant:","variant:colour","variant:style name"
"RL1D3A19OQYDV","Rakesh.Reddimalla","Super quality.. liked it","Reviewed in India on 28 January 2025","Good","4.0 out of 5 stars","","0",,,
"R3HWD9DCVDCH81","Atul pal","Good 😊","Reviewed in India on 13 January 2025","Good 👍","4.0 out of 5 stars","","0",,"Black","With Carry Case"
"R33DM00J3NDO7W","Rani s.","Acha h","Reviewed in India on 12 January 2025","Good 👍","4.0 out of 5 stars","","0",,,
"R2JMMOULG0GMF3","Raghu ","Soooo super.... I'm using this headphones for 2years but still it works properly and it connectivity also made so happy.","Reviewed in India on 2 January 2025","WORTH FOR MONEY 💯","4.0 out of 5 stars","","0",,,
"R1X2PL6VT4GRC5","Leela","This ear phones are value for money","Reviewed in India on 21 January 2025","Sound is good","4.0 out of 5 stars","","0",,,
"R15KZEEM9BS86E","Misbah","I have been using it for past 2+ years still i am using this without any issue","Reviewed in India on 28 December 2024","Durable","4.0 out of 5 stars","","0",,,
"R3MJNICH43XPDI","Rahul Uniyal","Best Earphone","Reviewed in India on 4 January 2025","Best Earphone","4.0 out of 5 stars","","0",,,
"R21LEONVGZ8759","Serhabeel","Good 👍","Reviewed in India on 2 January 2025","👍","4.0 out of 5 stars","","0",,,
"R2OKYJW3IG5HZ8","Riya Mattoo","I really love this earphone. Budget friendly.","Reviewed in India on 27 December 2024","Love it","4.0 out of 5 stars","","0",,,
"R2Y5MZ364JAY90","MANISH PRATAP SINGH","Compact size, mic quality is good sounds perfect","Reviewed in India on 25 December 2024","Fine","4.0 out of 5 stars","","0",,"Blue","With Carry Case"
"RGLCY8EHNO5TW","Bharath","Hi guys , whoever planning to buy this product, will you suggest you that better dont buy this product, when it comes to build and bass its great but there is a one bad disadvantage is whenever you are using this it will fall from your ear and comfort s nt good, trust me you will feeel irritated putting again and again to your ears. Thanks.","Reviewed in India on 9 January 2025","All the time it will fall from your ears","3.0 out of 5 stars","","0",,,
"R294ZAX2UFF8ZI","Rima","Like it","Reviewed in India on 13 December 2024","Very good","4.0 out of 5 stars","","0",,,
"R1YUG9GYQF9F22","Chirag Kamat","Decent earphones,  but somehow uncomfortable for long hours usage.","Reviewed in India on 29 January 2025","Good","3.0 out of 5 stars","","0",,,
"R29Q3V1I6SGUUN","Saurabh","Using from the last month , audio quality is very good","Reviewed in India on 1 December 2024","Nice Product , Best Deal","4.0 out of 5 stars","","0",,,
"R3DB58LXVZSLMM","VINAY MOURYA","Working properly and good performance and better sound quality as compared to other products","Reviewed in India on 29 November 2024","Normal use products","4.0 out of 5 stars","","0",,"Blue 2","Without Carry Case"
"RRTXL9Y3QR54Z","Prasanthraj","Sound quality little bit ok but not properly seat in ear it any support gear, within 7 months one side not working properly and replace it without any problem","Reviewed in India on 15 November 2024","Good product, but not super","4.0 out of 5 stars","","0",,,
"R1FV9T77M9MU8W","Rishabh Mishra","Great earphones I have ever used  you will never ever going to regret buying this ear buds ✌","Reviewed in India on 21 January 2025","Best product by boat","5.0 out of 5 stars","","0",,,
"R14BVDG78Q7G91","Anjali","Nice sound quality. Colour was very different. Value for money. Wire quality is ok ok.","Reviewed in India on 18 November 2024","Nice product","4.0 out of 5 stars","","0",,,
"R8UMZ354ISMO1","Abhiahek yadav","good sound, but the buds is irritating while using 1-2 hrs","Reviewed in India on 8 January 2025","good sound","3.0 out of 5 stars","","0",,"Black","With Carry Case"
"R12FGKQU4QS4PH","Sejo","Wanted a simple wired headphone, and this is close to perfect. The tangle free feature makes it more optimal to use. Was suggested by a friend and it turned out to be a good suggestion.","Reviewed in India on 11 January 2025","The simple no-nonsense wired headphone","5.0 out of 5 stars","","0",,,
"R33YHZI1IU4P3H","Tuhin","Best sound quality in rs 400, excellent bass👌🏻","Reviewed in India on 28 January 2025","Best sound quality in rs 400, excellent bass👌🏻","5.0 out of 5 stars","","0",,,
"R3STNWK8QPAWTS","M S.","Best earphones i purchased","Reviewed in India on 27 January 2025","Value for money","5.0 out of 5 stars","","0",,"Blue 2","Without Carry Case"
"R35TF1NQP3BH9E","B.manisha mrudhula","It was good in quality but the ear buds are not suitable for me.it always sliding from my ear","Reviewed in India on 9 November 2024","Good but adjust the suitable ear buds","4.0 out of 5 stars","","0",,,
"R16N8TW9EJ3LG8","Sani","I always purchase only Basshead 225 earphones, I'm buying this since 2016 just 3 times i purchased and once i exchange with warranty, sound is amazing nice For gaming 8/10 for music 9/10","Reviewed in India on 7 January 2025","Amazing product","5.0 out of 5 stars","","0",,,
"RGCZ3D24VFT4R","Rahul murugan","Excellent product i have ever bought","Reviewed in India on 24 January 2025","Excellent","5.0 out of 5 stars","","0",,,
"R1V2BLH17MPXUW","whitecaller ","good sound 5","Reviewed in India on 15 November 2024","sound quality","4.0 out of 5 stars","","0",,,
"R2B4BP25VXYV44","Placeholder","Ok","Reviewed in India on 14 November 2024","Ok","4.0 out of 5 stars","","0",,"Fiery Orange Indi","Without Carry Case"
"R22ZC5J587SE1C","Jannu prabhakar","I like your serviceGood quality","Reviewed in India on 21 January 2025","Fantastic","5.0 out of 5 stars","","0",,"Blue 2","Without Carry Case"
"R99YMVZO0TCN3","Suman goud","Nice","Reviewed in India on 12 November 2024","Good","4.0 out of 5 stars","","0",,,
"R32J3K351H9HCJ","Good quality ","Very very good product very good quality and I will give 5 ⭐ for this..i love it very much worthy product","Reviewed in India on 2 January 2025","Nice and very good product","5.0 out of 5 stars","","0",,,
"RRBGP9SM7BNFN","Dinesh kumavat","Nyc","Reviewed in India on 11 November 2024","Nyc","4.0 out of 5 stars","","0",,,
"R3W334W9QDR0KS","John Peter","I really like and enjoying the music performance. Value for money.","Reviewed in India on 13 January 2025","The best product.","5.0 out of 5 stars","","0",,"Blue 2","Without Carry Case"
"R1PEJ0MFQCMCN0","Monoj S.","Good product at an affordable price.","Reviewed in India on 10 November 2024","Good","4.0 out of 5 stars","","0",,,
"RXI9CKQNMTHA3","Saravana Shankar","Rocking performance.","Reviewed in India on 20 January 2025","Almost Rocking","5.0 out of 5 stars","","0",,,
"R2ZQ3U4MY8MN7M","Srinivas","Awesome product. flat cable and metal in ear pieces are extraordinary thing.","Reviewed in India on 28 October 2024","boat basshead 225 - Red","4.0 out of 5 stars","","0",,,
"R3C8IBO85PO3FW","Amit Bharti ","Good product nice quality","Reviewed in India on 22 December 2024","Sounds quality","3.0 out of 5 stars","","0",,,
"R1ROIFIPCWAYZO","Ramkrishna Kamila","I got it at ₹349. So at this price it is best also the sound, wire quality is good","Reviewed in India on 4 January 2025","Must buy","5.0 out of 5 stars","","0",,"Blue 2","Without Carry Case"
"R331HJ1UAIC55R","Umesh","Sturdy, Strong, Good Sound","Reviewed in India on 7 November 2024","Good product and sound is awesome","4.0 out of 5 stars","","2",,,
"R26G1P03X2KRM4","AISHWARYA A","Good to use","Reviewed in India on 16 December 2024","Good to use","3.0 out of 5 stars","","0",,"Red","With Carry Case"
"RVH9Q1SMV3UAG","ansh gupta","Good sound quality and bass is high but ear fiting is loose thats why i cut 1 star because of fitting.","Reviewed in India on 18 October 2024","Bassheads","4.0 out of 5 stars","","0",,,
"RKNI1HXFMOEM5","Genuine Reviewer ","I liked the tangle free strip-wire but the bunch of ear buds of diffrent sizes provided donot have much elasticity and therfore they can not be pushed on the earphone stubs. The earphones come with medium size ear buds by default. Unfortunately, I need the smallest ones as my ear holes are small size. I tried for several hours to put on the right size ones from the 10 pairs provided. the just don't stretch easily to mount on the earphone stub. Fortunately I had another set of buds from some other manufacturer that mounted easily. The earbuds are useless for me. I wonder if a powerful man is needed to wrestle with the rubber bud to place them properly.","Reviewed in India on 10 October 2024","Tangle free mechanism but the ear buds are useless hard rubber","3.0 out of 5 stars","","0",,,
"R3BN1WM43KL795","Mukesh Kumar","good , little bit issue in fitting.","Reviewed in India on 26 October 2024","good , little bit issue in fitting.","4.0 out of 5 stars","","0",,,
"R2ZX8FCLJ37E8R","Amazon Customer","Sound is good , bass is good noise cancellation is also ok ,no issue about sound quality ..but not comfortable, I feel pain in my ear after sometime..","Reviewed in India on 22 November 2024","Honest Review","3.0 out of 5 stars","","0",,,
"R1F54L0Q2T8G2I","Monster 💀","Does the job","Reviewed in India on 9 January 2025","These are,the best...","5.0 out of 5 stars","","0",,,
"R5RH562YCHSD3","Arka Roy","I purchased this product 8 years ago and it was a beast at that time so i reorder it and man its a beast till now .","Reviewed in India on 24 December 2024","Best at this price range","5.0 out of 5 stars","","0",,,
"RKKW4JGXYWDK8","My friend paid for the product and did not receive d product...the delivery boy cheated us","The earphones are good","Reviewed in India on 21 October 2024","The product is gud","4.0 out of 5 stars","","0",,,
"R10X15G58RRXAC","Priyesh Mishra","Sound amazing","Reviewed in India on 13 December 2024","Great","3.0 out of 5 stars","","0",,,
"RKNPXYKOZAEMC","Manali","the voice, music, call, detangling wire everything is perfect except the buds feels heavy in ear and does not stay in place","Reviewed in India on 20 November 2024","feels bulky in ear","3.0 out of 5 stars","","0",,,
"R1MVFHHS7ZEM67","Santhosh","Good and clear","Reviewed in India on 25 October 2024","Good","4.0 out of 5 stars","","0",,,
"R2T1GOAP4ROURT","Dawood","Good","Reviewed in India on 6 December 2024","Good","3.0 out of 5 stars","","0",,,
"R1VBM1FT7P1J8H","Rahul Mohan","Good product","Reviewed in India on 4 January 2025","Good","5.0 out of 5 stars","","0",,,
"R2OK7L5NH72QS1","Rohan Govind Kelshikar","Sound is not good.It is OK.Durability is ok.Mic quality is good.Value for money.Everything is OK.There is no battery .","Reviewed in India on 26 November 2024","About Sound.","3.0 out of 5 stars","","0",,,
"R2I8L7V2IXUNYT","Manoj","Best 👍 quality genuinely the product is really very good still using it daily. Please share this view with Aman keep up the good work and quality we are really proud.","Reviewed in India on 14 December 2024","Best headphone.","5.0 out of 5 stars","","0",,"Red","With Carry Case"
"R2QRHYWBPNST2S","SACHIN KUMAR ","This boat earpiece is my all time favorite piece","Reviewed in India on 29 December 2024","Best earpieces","5.0 out of 5 stars","","0",,,
"R2VDPJH7R2CBFX","Dmp","Good","Reviewed in India on 24 October 2024","Nice sound","4.0 out of 5 stars","","0",,,
"R3SSF2AB38L3AR","Amazon Customer","This is a beast in this price range. I really have had a lot of earphones. Philips, Sony, Sennheiser, House of Marley, and yeah, Ubon. We all are budget oriented. And to be very honest. To me a earphone is a daily driver. And sound and its stability is like the biggest pro of a headphone. This earphone has it. Its sound is above average. And being so cheap, believe me it is cheap for the quality it produces. I have seen a lot of negative comments on these that they have a quite deprecating audio production comparing the Sennheiser, but to be honest the overall output is much more than the latter. These bassheadsh do produce less alluring mids but the highs and lows are above any other in this price ranger. And the build is an important aspect. If you spend thousands on a headphone or earphone and it is destroyed in some weeks or say months: that is wastage of money and the research. The boAt promises both sound and build. It is a beast. With all that we need. Metallic body with really very heavy drivers. Yeah sometimes it does take time to adjust it into your ears but after that its just awesome. The presence of so many earbuds and the choice to adjust them to your liking is super awesome. Yeah the extra hook they give is kind of annoying. Its of no use.The L joint of jack is really sturdy. With a bit of plastic(which is just decent ) and metallic ring to promise long life. It sure is one of the weakest point of a headphone/earphone. It is covered from damage, unless you really have intentions of breaking it.It has an anti-tangle wire. Lets call it a fair play. But still I would like to call it semi anti-tangle wire. As it does creates a fuss after being in a bag with other wires. Nice try.The drivers are good. Not going geeky on the specification sheets. But this really will up your game in audio perception. As promised bass is really a big gain in this. But yeah sometimes you want to hear a nice acoustic song which by no means sounds bad but really lacks that mid frequency. Not that it is a game changer. But still it makes it less ""complete"".(If you expect ""complete"" earphones also check your wallet, it needs to bleed much more than this.😂) Yeah Sennheiser is good at it. But it lacks the bass this beast produces. And the last but not the least it lacks(Sennheiser).....The bulid. The boAt has a build that was what I always wanted to be habitual with. All of a sudden the most ruthless men turn into a careful father of a young one at handling a headphone. But you need not worry in this department. boAt has got it covered it for you. It is a beast. Metallic body of the drivers. Above average Plastic(not gonna argue, the plastics could have been better.) Very nice wire. Which is almost tangle free. And has a very beautiful metallic splitter. The earbuds are good. But at such a budget friendly range it is a true beast.Buy this if you are a savage and want to have a better experience than the Chinese 30/- rupee earphones. And if you are a headphone terminator. Try it, if you want to have a long relationship with a audio device. And also know Sennheiser is a king in audio market and this brand is a growing bud. Audio is great but with the build it becomes the best in this range. And pair it with a Mi device, you will plug into nirvana!(built-in EQ of Mi is dope for in ear earphones.)*writing this after 3 months of rigorous use. 👍😀","Reviewed in India on 15 March 2018","Its a beast.(boo Sennheiser and Philips!)","4.0 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/61OmYMG-toL.jpg
https://images-na.ssl-images-amazon.com/images/I/61Rz1q-mW7L.jpg
https://images-na.ssl-images-amazon.com/images/I/71jKo94Gk4L.jpg","7",,,
"RF39PQXJ3DVQR","Aditya bardhan","this is built like tank but buds feels big in the ear and served me well for a year before one side decided to silent ... not satisfied","Reviewed in India on 17 November 2024","durable but it will fall from ears","3.0 out of 5 stars","","0",,,
"R2XNL9CPUZR735","Vamsi Gangiteti","Microphone is not working properly audio quality is good","Reviewed in India on 13 October 2024","Audio quality and about microphone","4.0 out of 5 stars","","0",,,
"RLX5JORRASTA3","Nikita","Good for daily use","Reviewed in India on 11 October 2024","Good","4.0 out of 5 stars","","0",,"Black","With Carry Case"
"R17MLIPZO8L7OD","Sachin Maruti Chavan ","Outstanding","Reviewed in India on 8 January 2025","Yes","5.0 out of 5 stars","","0",,,
"R14LY7HVELD0IN","Rohit Gurjar ","I like it , it's awesome 😎","Reviewed in India on 27 December 2024","Good Quality 😁","5.0 out of 5 stars","","0",,,
"RLN2QLI6Y33WQ","VIPUL VISHWAM","The wire length of this Boat product is good. The wire is of premium quality and so is the earpieces. It's an good product for long term usage.","Reviewed in India on 17 December 2024","Earphones Review","5.0 out of 5 stars","","0",,,
"R30C9UB3KVOZKQ","Rishabh Singh","Good","Reviewed in India on 5 January 2025","Good","5.0 out of 5 stars","","0",,,
"R34NI2QR136C9H","Amazon Customer","Audio sound very clear","Reviewed in India on 23 November 2024","Very nice product","3.0 out of 5 stars","","0",,,
"R17PCWBOR5HES1","Imteyaz Husain","My previous boat earphone last long 2.5 years same model. Boat products are superb in quality and my biggest reason is to buy is their warranty service they have available dorestep pickup","Reviewed in India on 10 December 2024","Bought this for 2nd time","5.0 out of 5 stars","","0",,,
"R2GVTOL3NYOSOH","Augustine Timothy","Lasts atleast 2 years for me with all the rough usage.This is my third time buying","Reviewed in India on 17 November 2024","Worth the money","3.0 out of 5 stars","","0",,,
"R1MZFIHXBWSOG8","New luanch bass low ","New launch bass low","Reviewed in India on 25 November 2024","Bass","3.0 out of 5 stars","","0",,,
"RECN66P5ADVF1","Teja","Good","Reviewed in India on 1 January 2025","Value for money","5.0 out of 5 stars","","0",,,
"R3PGVG6XILYM2W","Aasif Kamaal","Working good, you can buy👌👌","Reviewed in India on 13 January 2025","Good product","5.0 out of 5 stars","https://m.media-amazon.com/images/I/719LkYAfvJL.jpg
https://m.media-amazon.com/images/I/71Azw0BRFQL.jpg","0",,,
"R3TG6O0P1OC5AM","Prasanjit","Sound quality is great.","Reviewed in India on 27 December 2024","Great purchase","5.0 out of 5 stars","","0",,"Blue","With Carry Case"
"R1V2QNH22SRVX5","Good watch","Good headphones","Reviewed in India on 15 September 2024","Nice one","4.0 out of 5 stars","","0",,"Blue","With Carry Case"
"R1ZYUFMDU946ZT","Rishika s.","Amaging earphonesWorth it...Absolutely best😍","Reviewed in India on 25 December 2024","Earphone","5.0 out of 5 stars","","0",,,
"R2107TAM2N2MW3","khushboo sharma","Cod is nice butWarranty card is missing 😡","Reviewed in India on 9 November 2024","Warranty card is missing😡😡","3.0 out of 5 stars","https://m.media-amazon.com/images/I/714qMXu5OrL.jpg","0",,,
"R3L1BE9I5P0XZH","VP","very good quality product","Reviewed in India on 15 December 2024","loved this","5.0 out of 5 stars","","0",,"Blue 2","Without Carry Case"
"R178CWLIBP3LGY","Samreen","These earphones from boat i loved it as they are entangled free with great sound, i purchased during sale at 299","Reviewed in India on 13 December 2024","Entangled free with good sound","5.0 out of 5 stars","https://m.media-amazon.com/images/I/71woQMXeO8L.jpg","0",,,
"R1THCZTY2P9ZGR","Good","Sound verry good","Reviewed in India on 5 October 2024","Best","4.0 out of 5 stars","","0",,"Red","With Carry Case"
"R2SYGEW0YS60U2","Mrinmoi Jyoti Bora","Slightly heavy hai ... But sound me koi compromise Nehi hai ... Tum le sakte ho  agar tumhe gaming ya gana sun na hai toh sound to decent hai high and lows bhee perfect hai ENGLISH IR SPANISH.. WHO EVER MOVES FIRST IS GAY","Reviewed in India on 15 October 2024","Mmm ok ok hai bas 19 - 20 ka farak hai airpods se","3.0 out of 5 stars","","0",,,
